1	2021
2	9973
3	6492
4	4444
5	8297
6	6554
7	1567
8	7739
9	476
10	7739
11	3196
12	1624
13	4444
14	550
15	5565
16	1833
17	4009
18	3517
19	9973
20	7739
21	7281
22	25
23	9973
24	9973
25	4188
26	346
27	3411
28	8739
29	4444
30	4246
31	9973
32	9973
33	8547
34	2946
35	4078
36	7174
37	3413
38	1561
39	3987
40	9973
41	4444
42	9973
43	3807
44	2989
45	4444
46	6541
47	3411
48	4444
49	9625
50	3411
51	4444
52	9973
53	3085
54	4444
55	8995
56	5033
57	6455
58	1438
59	771
60	4444
61	9973
62	4444
63	2809
64	9973
65	3044
66	318
67	9973
68	4974
69	1509
70	2136
71	4156
72	3086
73	8159
74	410
75	8624
76	9408
77	4444
78	2207
79	9758
80	4444
81	4925
82	4208
83	8479
84	3800
85	9973
86	9973
87	8930
88	322
89	7816
90	8336
91	9956
92	9973
93	5057
94	8119
95	1416
96	3987
97	9353
98	7295
99	9973
100	9973
101	9973
102	3987
103	4444
104	9973
105	4444
106	296
107	450
108	5396
109	5872
110	4444
111	3517
112	7048
113	5588
114	3517
115	3411
116	4444
117	4444
118	8429
119	3411
120	9577
121	8069
122	4444
123	8704
124	4444
125	3517
126	3411
127	8547
128	3912
129	3517
130	2845
131	8417
132	696
133	4444
134	8624
135	3433
136	9973
137	9176
138	9973
139	4444
140	8654
141	9973
142	8839
143	4444
144	9973
145	7739
146	6195
147	4444
148	1004
149	160
150	9973
151	6841
152	3517
153	771
154	4444
155	9710
156	4563
157	5978
158	3066
159	3987
160	7673
161	6541
162	3439
163	2519
164	4444
165	9973
166	6502
167	6652
168	4444
169	3411
170	2845
171	3517
172	1702
173	7537
174	7739
175	4375
176	9973
177	4444
178	4444
179	4444
180	9973
181	2845
182	4444
183	4444
184	9973
185	8897
186	4444
187	3172
188	9973
189	9365
190	3411
191	6128
192	9973
193	7930
194	368
195	1906
196	5186
197	9973
198	9336
199	7794
200	1665
201	9369
202	9973
203	3411
204	792
205	3768
206	7174
207	2845
208	9556
209	7739
210	1613
211	9973
212	4709
213	8019
214	2692
215	4615
216	9973
217	4444
218	4444
219	8599
220	9973
221	4444
222	4444
223	7174
224	3982
225	5246
226	4444
227	9973
228	7174
229	4444
230	4444
231	2875
232	4444
233	4444
234	5778
235	1210
236	8024
237	4444
238	9973
239	4444
240	7174
241	7739
242	9973
243	9973
244	7739
245	4444
246	4444
247	4444
248	7739
249	7743
250	3517
251	1607
252	6554
253	4444
254	2341
255	4563
256	1240
257	4444
258	4709
259	7907
260	9973
261	4444
262	3987
263	6674
264	2511
265	4444
266	4444
267	7739
268	2173
269	7739
270	9878
271	6183
272	4444
273	3366
274	682
275	4444
276	9963
277	9973
278	4444
279	9973
280	4444
281	6849
282	2516
283	608
284	9973
285	4267
286	9973
287	6566
288	2845
289	4444
290	933
291	9973
292	4335
293	7739
294	9973
295	3517
296	2845
297	5344
298	7739
299	7732
300	2104
301	2834
302	4444
303	7739
304	9973
305	9973
306	4444
307	4041
308	9973
309	5638
310	8024
311	6006
312	7739
313	9973
314	7739
315	1291
316	9973
317	1810
318	9973
319	4444
320	7174
321	4444
322	3433
323	389
324	3103
325	4444
326	3517
327	9973
328	4374
329	9241
330	5086
331	2845
332	8878
333	7254
334	4133
335	731
336	1173
337	3411
338	9930
339	237
340	9973
341	9973
342	1770
343	7959
344	4444
345	4836
346	4456
347	2445
348	1312
349	7775
350	9973
351	7097
352	5965
353	9973
354	8233
355	3443
356	4444
357	4444
358	4444
359	7739
360	4769
361	9973
362	9792
363	4444
364	9973
365	4444
366	4444
367	2000
368	9312
369	5527
370	4444
371	9973
372	4444
373	9973
374	3517
375	9878
376	4444
377	9973
378	4444
379	9973
380	3135
381	4444
382	4444
383	4444
384	844
385	2595
386	4444
387	7259
388	4444
389	6931
390	6443
391	4769
392	4444
393	9973
394	648
395	9973
396	4165
397	9072
398	7579
399	4444
400	4444
401	4444
402	2873
403	9792
404	9973
405	9260
406	6187
407	823
408	2759
409	5299
410	9973
411	9973
412	4444
413	7886
414	828
415	4188
416	7739
417	4444
418	8640
419	9973
420	438
421	5630
422	5434
423	1597
424	7254
425	473
426	4444
427	4110
428	9973
429	9973
430	1628
431	8130
432	3517
433	6024
434	9348
435	3951
436	4444
437	2433
438	4444
439	7739
440	8666
441	4444
442	2909
443	3534
444	4444
445	9973
446	8743
447	6372
448	9973
449	7101
450	3082
451	3439
452	5046
453	4444
454	7216
455	1990
456	4444
457	8624
458	4444
459	6964
460	4444
461	9287
462	3726
463	1908
464	5086
465	3517
466	4444
467	3517
468	8711
469	3433
470	4444
471	3463
472	1064
473	8865
474	7739
475	7995
476	6802
477	4444
478	4444
479	2670
480	4444
481	3987
482	4960
483	792
484	9973
485	3987
486	2698
487	741
488	9973
489	648
490	4444
491	7097
492	3411
493	3276
494	9973
495	4444
496	6967
497	9973
498	4444
499	1986
500	4795
501	4444
502	7831
503	4372
504	6481
505	4444
506	7739
507	5316
508	3411
509	4597
510	9973
511	9142
512	8612
513	4444
514	1386
515	9973
516	3457
517	7739
518	5393
519	9645
520	5485
521	6811
522	3655
523	7174
524	7739
525	4535
526	4444
527	7142
528	8699
529	648
530	8875
531	4444
532	4819
533	7739
534	9973
535	3288
536	8374
537	5920
538	7739
539	9973
540	7367
541	7739
542	6234
543	4444
544	3779
545	9745
546	9973
547	3987
548	9973
549	1368
550	4891
551	7843
552	8104
553	578
554	7739
555	1603
556	6150
557	9973
558	8547
559	7739
560	9973
561	6281
562	861
563	9973
564	4174
565	2621
566	9973
567	6990
568	4444
569	6110
570	4185
571	4444
572	7739
573	9516
574	5662
575	6492
576	2845
577	4444
578	4928
579	1374
580	1650
581	4444
582	4948
583	6230
584	2804
585	745
586	4444
587	1523
588	9973
589	8046
590	3987
591	4925
592	9973
593	3630
594	2308
595	3411
596	4055
597	7420
598	5015
599	3987
600	373
601	3411
602	1669
603	6802
604	1731
605	4444
606	7739
607	9973
608	8599
609	9973
610	9792
611	4444
612	4444
613	9973
614	4700
615	4444
616	9973
617	4444
618	4444
619	9938
620	3817
621	24
622	9792
623	9973
624	8931
625	6158
626	9973
627	9973
628	9521
629	9973
630	8224
631	8116
632	9973
633	9973
634	4444
635	7922
636	6898
637	9973
638	8778
639	5485
640	4444
641	4444
642	9973
643	8152
644	2845
645	3517
646	623
647	4249
648	4649
649	5269
650	9973
651	4267
652	8683
653	3411
654	3517
655	3517
656	4944
657	4444
658	9973
659	8683
660	4444
661	7776
662	1299
663	8827
664	9136
665	1962
666	7739
667	9973
668	1659
669	8350
670	4444
671	5804
672	6762
673	9973
674	2579
675	7821
676	4444
677	8148
678	2686
679	4444
680	4444
681	1163
682	4444
683	4444
684	7620
685	8839
686	6287
687	7767
688	1815
689	3517
690	6010
691	7739
692	3097
693	1561
694	4444
695	3469
696	8689
697	6937
698	6758
699	4267
700	9279
701	1726
702	4910
703	3517
704	4444
705	7837
706	3016
707	8118
708	17
709	4568
710	3517
711	3411
712	7732
713	9973
714	6759
715	4386
716	9792
717	333
718	4485
719	7739
720	9973
721	6541
722	7739
723	8024
724	9973
725	3673
726	4444
727	3987
728	7739
729	6493
730	9973
731	6183
732	9973
733	7739
734	6626
735	5605
736	2110
737	2675
738	8688
739	4444
740	2491
741	9973
742	8055
743	4444
744	9973
745	4444
746	6221
747	2845
748	3987
749	6596
750	5642
751	4444
752	9973
753	8946
754	7739
755	207
756	4622
757	4444
758	8416
759	9067
760	1972
761	4444
762	2343
763	4089
764	4444
765	3517
766	9973
767	1146
768	4444
769	3987
770	7739
771	5492
772	3590
773	9831
774	9792
775	3230
776	4444
777	9973
778	9973
779	1561
780	3728
781	3411
782	4444
783	4974
784	4444
785	9833
786	9973
787	715
788	7393
789	8739
790	890
791	8314
792	5761
793	7739
794	2609
795	9973
796	9973
797	455
798	6254
799	9973
800	8960
801	9973
802	6803
803	5040
804	9878
805	4444
806	6841
807	4444
808	452
809	3517
810	6128
811	9973
812	4444
813	1966
814	4444
815	8909
816	4444
817	4444
818	9973
819	7739
820	7739
821	9792
822	9878
823	4444
824	4444
825	891
826	4065
827	9973
828	7665
829	4974
830	5304
831	8498
832	7076
833	4444
834	4444
835	7739
836	3328
837	9973
838	9139
839	2463
840	2021
841	3987
842	9930
843	9973
